"occur_date","occur_time","Type","x","y","hour"
2014-04-30,"8:00:00","BURGLARY-RESIDENCE",-84.40613,33.67946,8
2014-05-01,"14:30:00","BURGLARY-RESIDENCE",-84.42031,33.71303,14
2014-04-30,"12:40:00","BURGLARY-RESIDENCE",-84.38507,33.67268,12
2014-05-01,"22:00:00","AGG ASSAULT",-84.41617,33.75099,22
2014-05-01,"13:30:00","AGG ASSAULT",-84.41777,33.77267,13
2014-05-01,"10:00:00","LARCENY-NON VEHICLE",-84.44956,33.7567,10
2014-05-01,"13:40:00","BURGLARY-RESIDENCE",-84.46772,33.77689,13
2014-05-01,"1:30:00","LARCENY-FROM VEHICLE",-84.37932,33.77134,1
2014-05-01,"13:45:00","AUTO THEFT",-84.32482,33.75166,13
2014-05-01,"13:30:00","LARCENY-NON VEHICLE",-84.36212,33.84676,13
2014-05-01,"14:30:00","LARCENY-FROM VEHICLE",-84.47644,33.75426,14
2014-05-01,"20:30:00","LARCENY-NON VEHICLE",-84.35758,33.77661,20
2014-07-26,"14:15:00","AGG ASSAULT",-84.45342,33.70655,14
2014-04-30,"13:00:00","LARCENY-FROM VEHICLE",-84.36771,33.77351,13
2014-04-24,"14:30:00","LARCENY-NON VEHICLE",-84.34619,33.75674,14
2014-04-30,"1:00:00","LARCENY-NON VEHICLE",-84.38002,33.77381,1
2014-04-30,"13:53:00","LARCENY-FROM VEHICLE",-84.39752,33.80841,13
2014-04-30,"13:00:00","LARCENY-NON VEHICLE",-84.36034,33.84837,13
2014-04-27,"15:00:00","BURGLARY-RESIDENCE",-84.45746,33.70103,15
2014-04-30,"15:00:00","LARCENY-FROM VEHICLE",-84.46711,33.72116,15
2014-04-30,"6:00:00","BURGLARY-RESIDENCE",-84.35702,33.65225,6
2014-04-30,"21:00:00","AUTO THEFT",-84.49154,33.78134,21
2014-04-30,"14:30:00","BURGLARY-RESIDENCE",-84.39067,33.67273,14
2014-04-30,"8:00:00","LARCENY-FROM VEHICLE",-84.38619,33.76457,8
2014-04-30,"16:20:00","LARCENY-NON VEHICLE",-84.40902,33.68274,16
2014-04-30,"21:00:00","LARCENY-NON VEHICLE",-84.41172,33.8567,21
2014-04-30,"3:00:00","LARCENY-FROM VEHICLE",-84.40388,33.68134,3
2014-04-30,"10:30:00","BURGLARY-RESIDENCE",-84.35849,33.70979,10
2014-04-30,"14:45:00","LARCENY-FROM VEHICLE",-84.5092,33.65781,14
2014-04-30,"16:40:00","LARCENY-FROM VEHICLE",-84.38025,33.74491,16
2014-04-27,"16:52:00","BURGLARY-RESIDENCE",-84.42167,33.72741,16
2014-04-30,"8:00:00","BURGLARY-RESIDENCE",-84.45149,33.70055,8
2014-04-30,"17:00:00","AGG ASSAULT",-84.42537,33.73175,17
2014-04-30,"20:30:00","LARCENY-NON VEHICLE",-84.36212,33.84676,20
2014-04-24,"17:05:00","LARCENY-NON VEHICLE",-84.37984,33.75279,17
2014-04-30,"10:45:00","LARCENY-FROM VEHICLE",-84.42412,33.83134,10
2014-04-30,"2:00:00","LARCENY-FROM VEHICLE",-84.37763,33.66441,2
2014-04-30,"7:30:00","AUTO THEFT",-84.35082,33.81806,7
2014-04-30,"17:10:00","LARCENY-FROM VEHICLE",-84.36423,33.80851,17
2014-04-30,"15:00:00","LARCENY-FROM VEHICLE",-84.39024,33.75199,15
2014-04-30,"8:30:00","BURGLARY-RESIDENCE",-84.35796,33.82658,8
2014-04-30,"17:45:00","LARCENY-NON VEHICLE",-84.36212,33.84676,17
2014-04-30,"18:30:00","AGG ASSAULT",-84.4896,33.75295,18
2014-04-26,"17:15:00","LARCENY-FROM VEHICLE",-84.51289,33.65551,17
2014-04-29,"18:15:00","LARCENY-NON VEHICLE",-84.39636,33.74852,18
2014-04-30,"17:50:00","LARCENY-NON VEHICLE",-84.47996,33.77927,17
2014-04-30,"13:30:00","BURGLARY-RESIDENCE",-84.38805,33.73065,13
2014-04-30,"15:14:00","BURGLARY-RESIDENCE",-84.3515,33.65627,15
2014-03-23,"15:00:00","BURGLARY-RESIDENCE",-84.35192,33.65874,15
2014-04-30,"19:10:00","LARCENY-FROM VEHICLE",-84.39636,33.74852,19
2014-04-29,"19:15:00","LARCENY-NON VEHICLE",-84.42107,33.72459,19
2014-04-30,"18:15:00","LARCENY-FROM VEHICLE",-84.36612,33.80732,18
2014-04-30,"22:10:00","BURGLARY-NONRES",-84.34923,33.7482,22
2014-04-30,"22:30:00","AUTO THEFT",-84.38227,33.74554,22
2014-04-23,"8:00:00","BURGLARY-RESIDENCE",-84.46631,33.7011,8
2014-04-29,"20:14:00","AGG ASSAULT",-84.52427,33.6981,20
2014-04-30,"17:00:00","BURGLARY-RESIDENCE",-84.40026,33.67672,17
2014-04-30,"19:00:00","LARCENY-FROM VEHICLE",-84.37234,33.75448,19
2014-04-30,"19:00:00","LARCENY-FROM VEHICLE",-84.40686,33.7645,19
2014-04-30,"21:20:00","LARCENY-FROM VEHICLE",-84.37869,33.77206,21
2014-04-30,"20:45:00","LARCENY-FROM VEHICLE",-84.38626,33.78564,20
2014-04-30,"14:00:00","BURGLARY-RESIDENCE",-84.47484,33.81293,14
2014-04-30,"20:15:00","AUTO THEFT",-84.39598,33.75066,20
2014-04-29,"22:25:00","LARCENY-NON VEHICLE",-84.36708,33.82506,22
2014-04-26,"22:48:00","ROBBERY-COMMERCIAL",-84.50344,33.75771,22
2014-03-04,"15:00:00","BURGLARY-RESIDENCE",-84.42229,33.7357,15
2014-04-30,"23:21:00","BURGLARY-RESIDENCE",-84.40596,33.8208,23
2014-04-29,"8:30:00","BURGLARY-RESIDENCE",-84.38075,33.73221,8
2014-04-30,"23:15:00","AUTO THEFT",-84.38959,33.78697,23
2014-04-29,"23:00:00","AGG ASSAULT",-84.41832,33.6977,23
2014-04-27,"19:00:00","LARCENY-NON VEHICLE",-84.48193,33.74573,19
2014-04-29,"23:30:00","BURGLARY-NONRES",-84.4168,33.74057,23
2014-04-29,"22:30:00","AGG ASSAULT",-84.47292,33.7881,22
2014-04-30,"20:00:00","AUTO THEFT",-84.31446,33.75046,20
2014-04-30,"21:30:00","AUTO THEFT",-84.37433,33.84068,21
2014-04-30,"0:45:00","ROBBERY-PEDESTRIAN",-84.45576,33.70355,0
2014-04-30,"17:30:00","AUTO THEFT",-84.45327,33.70081,17
2014-04-30,"0:00:00","LARCENY-FROM VEHICLE",-84.39127,33.73405,0
2014-04-30,"0:30:00","AGG ASSAULT",-84.3748,33.69069,0
2014-04-30,"1:30:00","AGG ASSAULT",-84.37867,33.78497,1
2014-04-29,"2:35:00","AGG ASSAULT",-84.37824,33.70908,2
2014-04-30,"3:25:00","AGG ASSAULT",-84.50309,33.77956,3
2014-04-29,"2:30:00","LARCENY-FROM VEHICLE",-84.36448,33.84886,2
2014-04-29,"5:20:00","LARCENY-NON VEHICLE",-84.37409,33.84413,5
2014-04-30,"5:35:00","LARCENY-NON VEHICLE",-84.42536,33.81163,5
2014-04-29,"23:30:00","LARCENY-FROM VEHICLE",-84.41316,33.72824,23
2014-04-30,"17:00:00","LARCENY-NON VEHICLE",-84.36387,33.75546,17
2014-04-29,"12:00:00","LARCENY-NON VEHICLE",-84.35499,33.69715,12
2014-04-30,"20:00:00","LARCENY-FROM VEHICLE",-84.49598,33.66637,20
2014-04-30,"20:00:00","BURGLARY-RESIDENCE",-84.39079,33.71347,20
2014-04-30,"16:50:00","LARCENY-FROM VEHICLE",-84.34875,33.74784,16
2014-04-30,"9:00:00","LARCENY-NON VEHICLE",-84.39201,33.7532,9
2014-04-30,"8:00:00","LARCENY-NON VEHICLE",-84.38023,33.77067,8
2014-04-29,"18:15:00","BURGLARY-RESIDENCE",-84.38612,33.83872,18
2014-04-29,"16:00:00","LARCENY-FROM VEHICLE",-84.36714,33.79407,16
2014-04-29,"20:45:00","BURGLARY-NONRES",-84.45541,33.70614,20
2014-04-29,"2:00:00","LARCENY-NON VEHICLE",-84.50122,33.6721,2
2014-04-29,"11:00:00","BURGLARY-RESIDENCE",-84.40236,33.79599,11
2014-04-29,"1:00:00","LARCENY-NON VEHICLE",-84.50091,33.76945,1
2014-04-29,"22:00:00","AUTO THEFT",-84.46674,33.76789,22
2014-04-29,"18:00:00","BURGLARY-NONRES",-84.37474,33.75425,18
2014-04-29,"18:30:00","LARCENY-FROM VEHICLE",-84.36915,33.78411,18
2014-04-29,"16:00:00","LARCENY-NON VEHICLE",-84.36945,33.75228,16
2014-04-29,"15:30:00","LARCENY-NON VEHICLE",-84.35969,33.76248,15
2014-04-29,"8:05:00","BURGLARY-RESIDENCE",-84.4345,33.73486,8
2014-04-29,"15:00:00","BURGLARY-RESIDENCE",-84.36127,33.64985,15
2014-04-29,"18:30:00","LARCENY-NON VEHICLE",-84.38541,33.75478,18
2014-04-29,"22:00:00","LARCENY-NON VEHICLE",-84.48877,33.68887,22
2014-04-29,"1:30:00","LARCENY-FROM VEHICLE",-84.3541,33.74366,1
2014-04-29,"5:00:00","LARCENY-NON VEHICLE",-84.38959,33.75478,5
2014-04-29,"11:25:00","LARCENY-NON VEHICLE",-84.38023,33.77067,11
2014-04-29,"19:00:00","LARCENY-FROM VEHICLE",-84.4035,33.81596,19
2014-04-29,"20:00:00","LARCENY-FROM VEHICLE",-84.3563,33.8278,20
2014-04-29,"21:00:00","AUTO THEFT",-84.41644,33.73563,21
2014-04-29,"23:00:00","LARCENY-FROM VEHICLE",-84.3984,33.75149,23
2014-04-29,"12:00:00","BURGLARY-RESIDENCE",-84.47495,33.75717,12
2014-04-29,"10:30:00","LARCENY-NON VEHICLE",-84.38094,33.87145,10
2014-04-29,"23:00:00","LARCENY-FROM VEHICLE",-84.3451,33.76466,23
2014-04-29,"0:00:00","AUTO THEFT",-84.36042,33.75701,0
2014-04-29,"12:57:00","AGG ASSAULT",-84.40053,33.70908,12
2014-04-29,"22:00:00","AUTO THEFT",-84.36894,33.75351,22
2014-04-25,"7:00:00","LARCENY-FROM VEHICLE",-84.46193,33.75908,7
2014-04-29,"12:00:00","BURGLARY-RESIDENCE",-84.4401,33.73345,12
2014-04-29,"23:00:00","LARCENY-FROM VEHICLE",-84.49403,33.6697,23
2014-04-29,"12:20:00","LARCENY-NON VEHICLE",-84.38703,33.76016,12
2014-04-28,"13:00:00","LARCENY-NON VEHICLE",-84.50499,33.77249,13
2014-04-29,"11:00:00","BURGLARY-RESIDENCE",-84.38589,33.72581,11
2014-04-28,"12:00:00","LARCENY-FROM VEHICLE",-84.38607,33.82774,12
2014-04-29,"13:45:00","LARCENY-NON VEHICLE",-84.51514,33.77385,13
2014-04-29,"14:15:00","LARCENY-FROM VEHICLE",-84.40052,33.82339,14
2014-04-29,"14:00:00","LARCENY-FROM VEHICLE",-84.4289,33.868,14
2014-04-29,"22:00:00","LARCENY-FROM VEHICLE",-84.40262,33.73805,22
2014-04-28,"14:52:00","LARCENY-NON VEHICLE",-84.42768,33.72145,14
2014-04-29,"10:00:00","LARCENY-NON VEHICLE",-84.40128,33.68148,10
2014-04-21,"12:00:00","LARCENY-NON VEHICLE",-84.31618,33.74048,12
2014-04-29,"11:50:00","LARCENY-NON VEHICLE",-84.33038,33.71898,11
2014-04-02,"15:30:00","ROBBERY-RESIDENCE",-84.42219,33.70859,15
2014-04-29,"15:35:00","AGG ASSAULT",-84.43377,33.77141,15
2014-04-29,"14:00:00","LARCENY-NON VEHICLE",-84.39636,33.74852,14
2014-04-29,"15:45:00","LARCENY-NON VEHICLE",-84.40902,33.68274,15
2014-04-29,"14:48:00","LARCENY-NON VEHICLE",-84.36212,33.84676,14
2014-04-29,"12:00:00","LARCENY-NON VEHICLE",-84.37559,33.77222,12
2014-04-22,"15:55:00","LARCENY-NON VEHICLE",-84.41686,33.76369,15
2014-04-29,"1:00:00","BURGLARY-RESIDENCE",-84.45976,33.74854,1
2014-04-29,"16:00:00","AGG ASSAULT",-84.4192,33.75339,16
2014-04-26,"16:00:00","LARCENY-NON VEHICLE",-84.36972,33.74999,16
2014-04-29,"16:20:00","LARCENY-NON VEHICLE",-84.39573,33.68012,16
2014-04-29,"16:00:00","ROBBERY-PEDESTRIAN",-84.36532,33.82742,16
2014-04-28,"16:25:00","LARCENY-NON VEHICLE",-84.35681,33.70434,16
2014-04-28,"12:00:00","BURGLARY-RESIDENCE",-84.39333,33.76772,12
2014-04-27,"16:00:00","LARCENY-NON VEHICLE",-84.39544,33.79275,16
2014-04-28,"20:30:00","LARCENY-FROM VEHICLE",-84.333,33.77417,20
2014-04-28,"8:30:00","LARCENY-FROM VEHICLE",-84.39267,33.75699,8
2014-04-28,"18:00:00","AUTO THEFT",-84.38623,33.74565,18
2014-04-28,"10:00:00","BURGLARY-RESIDENCE",-84.35929,33.80188,10
2014-04-27,"12:50:00","LARCENY-NON VEHICLE",-84.41983,33.70991,12
2014-04-28,"8:00:00","LARCENY-FROM VEHICLE",-84.52146,33.71909,8
2014-04-29,"17:50:00","LARCENY-NON VEHICLE",-84.3595,33.85182,17
2014-04-28,"0:01:00","BURGLARY-RESIDENCE",-84.41643,33.75097,0
2014-04-28,"21:00:00","AGG ASSAULT",-84.3327,33.75833,21
2014-04-28,"8:50:00","BURGLARY-RESIDENCE",-84.37144,33.67339,8
2014-04-29,"20:00:00","BURGLARY-RESIDENCE",-84.47292,33.7881,20
2014-04-28,"4:00:00","BURGLARY-NONRES",-84.34977,33.74781,4
2014-04-18,"17:30:00","LARCENY-NON VEHICLE",-84.3886,33.75685,17
2014-04-29,"20:26:00","AUTO THEFT",-84.40498,33.76527,20
2014-04-29,"19:45:00","AGG ASSAULT",-84.53999,33.70298,19
2014-04-29,"10:00:00","LARCENY-NON VEHICLE",-84.40546,33.67498,10
2014-04-28,"18:05:00","LARCENY-FROM VEHICLE",-84.35761,33.81313,18
2014-04-28,"18:00:00","BURGLARY-RESIDENCE",-84.45971,33.72057,18
2014-04-28,"21:50:00","ROBBERY-PEDESTRIAN",-84.41318,33.72105,21
2014-04-29,"23:59:00","AUTO THEFT",-84.36887,33.74865,23
2014-04-28,"2:00:00","LARCENY-NON VEHICLE",-84.48812,33.70614,2
2014-04-24,"2:53:00","AGG ASSAULT",-84.45361,33.7062,2
2014-04-28,"22:40:00","ROBBERY-PEDESTRIAN",-84.4127,33.75813,22
2014-04-27,"22:57:00","LARCENY-FROM VEHICLE",-84.38975,33.77487,22
2014-04-28,"23:00:00","BURGLARY-RESIDENCE",-84.36659,33.81274,23
2014-04-28,"23:00:00","LARCENY-NON VEHICLE",-84.37414,33.70695,23
2014-04-28,"23:17:00","AGG ASSAULT",-84.45149,33.70055,23
2014-04-28,"22:00:00","BURGLARY-RESIDENCE",-84.35849,33.70979,22
2014-04-28,"18:00:00","RAPE",-84.51566,33.75491,18
2014-04-28,"16:00:00","BURGLARY-RESIDENCE",-84.36061,33.75038,16
2014-04-28,"15:30:00","BURGLARY-RESIDENCE",-84.49444,33.69973,15
2014-04-28,"23:40:00","LARCENY-NON VEHICLE",-84.39076,33.75626,23
2014-04-28,"23:30:00","AGG ASSAULT",-84.39731,33.7353,23
2014-04-28,"19:00:00","LARCENY-NON VEHICLE",-84.44264,33.63915,19
2014-04-28,"0:06:00","BURGLARY-RESIDENCE",-84.43334,33.74108,0
2014-04-28,"0:05:00","AGG ASSAULT",-84.45746,33.70103,0
2014-04-28,"23:45:00","LARCENY-NON VEHICLE",-84.39636,33.74852,23
2014-04-28,"0:10:00","LARCENY-NON VEHICLE",-84.49452,33.78735,0
2014-04-28,"20:00:00","LARCENY-FROM VEHICLE",-84.38221,33.77923,20
2014-04-28,"17:30:00","BURGLARY-NONRES",-84.40768,33.69951,17
2014-04-26,"17:45:00","LARCENY-NON VEHICLE",-84.42907,33.73851,17
2014-04-28,"2:10:00","ROBBERY-PEDESTRIAN",-84.45698,33.70106,2
2014-04-28,"1:40:00","BURGLARY-NONRES",-84.45841,33.70596,1
2014-04-28,"2:55:00","AGG ASSAULT",-84.36414,33.77296,2
2014-04-28,"3:00:00","AGG ASSAULT",-84.40143,33.72895,3
2014-04-28,"3:50:00","LARCENY-NON VEHICLE",-84.49452,33.78735,3
2014-04-28,"0:00:00","BURGLARY-RESIDENCE",-84.49495,33.78117,0
2014-04-28,"18:00:00","AUTO THEFT",-84.38216,33.76526,18
2014-04-28,"23:10:00","AUTO THEFT",-84.40523,33.74505,23
2014-04-27,"20:30:00","AUTO THEFT",-84.44715,33.71668,20
2014-04-28,"3:00:00","AGG ASSAULT",-84.51839,33.7431,3
2014-04-28,"7:00:00","LARCENY-FROM VEHICLE",-84.37755,33.77747,7
2014-04-23,"6:55:00","LARCENY-NON VEHICLE",-84.40341,33.74348,6
2014-04-28,"17:00:00","BURGLARY-NONRES",-84.40865,33.68895,17
2014-04-28,"23:00:00","AUTO THEFT",-84.47425,33.75381,23
2014-04-27,"19:00:00","AUTO THEFT",-84.38912,33.76273,19
2014-04-28,"7:41:00","LARCENY-NON VEHICLE",-84.40785,33.7859,7
2014-04-28,"19:30:00","LARCENY-FROM VEHICLE",-84.50877,33.65777,19
2014-04-28,"19:00:00","AUTO THEFT",-84.3853,33.83598,19
2014-04-28,"7:00:00","LARCENY-FROM VEHICLE",-84.39636,33.74852,7
2014-04-28,"20:00:00","LARCENY-FROM VEHICLE",-84.46539,33.73138,20
2014-04-26,"17:00:00","BURGLARY-NONRES",-84.45734,33.72557,17
2014-04-28,"3:00:00","LARCENY-FROM VEHICLE",-84.36505,33.73869,3
2014-04-28,"12:00:00","LARCENY-FROM VEHICLE",-84.39861,33.82055,12
2014-04-28,"9:00:00","ROBBERY-RESIDENCE",-84.41311,33.69042,9
2014-04-23,"9:10:00","ROBBERY-PEDESTRIAN",-84.38263,33.78751,9
2014-01-10,"0:00:00","LARCENY-FROM VEHICLE",-84.3555,33.74136,0
2014-04-28,"1:30:00","AUTO THEFT",-84.40498,33.76527,1
2014-04-28,"18:00:00","LARCENY-NON VEHICLE",-84.50019,33.74966,18
2014-04-28,"12:30:00","AUTO THEFT",-84.3468,33.75831,12
2014-04-28,"18:30:00","LARCENY-NON VEHICLE",-84.38712,33.78156,18
2014-04-28,"14:30:00","AUTO THEFT",-84.33067,33.7496,14
2014-04-28,"18:30:00","AUTO THEFT",-84.4097,33.77353,18
2014-04-25,"22:15:00","LARCENY-FROM VEHICLE",-84.3853,33.83598,22
2014-04-25,"10:30:00","BURGLARY-RESIDENCE",-84.40326,33.73143,10
2014-04-28,"8:45:00","AUTO THEFT",-84.51856,33.69518,8
2014-04-28,"15:00:00","AUTO THEFT",-84.50433,33.75933,15
2014-04-25,"6:15:00","LARCENY-NON VEHICLE",-84.3864,33.75879,6
2014-04-28,"18:00:00","LARCENY-NON VEHICLE",-84.39984,33.73795,18
2014-04-28,"9:00:00","AUTO THEFT",-84.45285,33.75011,9
2014-04-28,"20:00:00","LARCENY-FROM VEHICLE",-84.37912,33.78136,20
2014-04-28,"14:00:00","LARCENY-NON VEHICLE",-84.37991,33.75409,14
2014-04-26,"6:30:00","LARCENY-FROM VEHICLE",-84.39507,33.76498,6
2014-04-27,"12:00:00","AUTO THEFT",-84.40837,33.67491,12
2014-04-28,"11:50:00","AUTO THEFT",-84.46807,33.75558,11
2014-04-27,"20:00:00","AUTO THEFT",-84.43018,33.85031,20
2014-04-28,"11:45:00","LARCENY-NON VEHICLE",-84.39487,33.75757,11
2014-04-27,"3:00:00","AGG ASSAULT",-84.42963,33.76434,3
2014-04-28,"8:10:00","BURGLARY-RESIDENCE",-84.38495,33.85443,8
2014-04-28,"1:00:00","AUTO THEFT",-84.39615,33.72191,1
2014-04-28,"11:30:00","LARCENY-FROM VEHICLE",-84.31889,33.74953,11
2014-04-28,"12:11:00","LARCENY-NON VEHICLE",-84.4872,33.69168,12
2014-04-23,"12:15:00","BURGLARY-RESIDENCE",-84.4598,33.70365,12
2014-04-24,"12:11:00","LARCENY-NON VEHICLE",-84.3595,33.85182,12
2014-04-07,"12:30:00","LARCENY-NON VEHICLE",-84.38895,33.77101,12
2014-04-28,"21:00:00","AUTO THEFT",-84.37762,33.74749,21
2014-04-26,"8:00:00","BURGLARY-RESIDENCE",-84.42355,33.74622,8
2014-04-28,"22:00:00","LARCENY-FROM VEHICLE",-84.37778,33.83823,22
2014-04-28,"11:00:00","LARCENY-FROM VEHICLE",-84.3867,33.75757,11
2014-04-22,"13:40:00","ROBBERY-PEDESTRIAN",-84.42556,33.71449,13
2014-04-14,"7:00:00","BURGLARY-NONRES",-84.37187,33.76278,7
2014-04-28,"13:00:00","ROBBERY-PEDESTRIAN",-84.37444,33.76901,13
2014-04-27,"9:00:00","BURGLARY-RESIDENCE",-84.52265,33.71745,9
2014-04-28,"10:30:00","LARCENY-NON VEHICLE",-84.50122,33.6721,10
2014-04-28,"14:30:00","LARCENY-NON VEHICLE",-84.36212,33.84676,14
2014-04-28,"10:00:00","LARCENY-FROM VEHICLE",-84.39818,33.75174,10
2014-04-28,"14:00:00","ROBBERY-PEDESTRIAN",-84.39977,33.738,14
2014-04-28,"13:15:00","LARCENY-NON VEHICLE",-84.51004,33.6569,13
2014-04-28,"8:20:00","BURGLARY-RESIDENCE",-84.41123,33.69479,8
2014-04-28,"15:00:00","LARCENY-FROM VEHICLE",-84.36328,33.82403,15
2014-04-27,"6:00:00","AUTO THEFT",-84.47579,33.75046,6
2014-04-28,"15:15:00","AGG ASSAULT",-84.38279,33.7009,15
2014-04-27,"2:35:00","LARCENY-NON VEHICLE",-84.48365,33.69754,2
2014-04-27,"6:00:00","LARCENY-FROM VEHICLE",-84.39349,33.80093,6
2014-04-27,"1:00:00","AUTO THEFT",-84.32327,33.76017,1
2014-04-27,"18:00:00","AUTO THEFT",-84.42024,33.71723,18
2014-04-27,"18:00:00","AUTO THEFT",-84.42024,33.71723,18
2014-04-27,"22:30:00","AUTO THEFT",-84.48962,33.69148,22
2014-04-27,"7:30:00","LARCENY-FROM VEHICLE",-84.39098,33.7514,7
2014-04-27,"15:00:00","LARCENY-FROM VEHICLE",-84.37268,33.84032,15
2014-04-27,"9:00:00","BURGLARY-RESIDENCE",-84.40668,33.79724,9
2014-04-27,"7:00:00","LARCENY-FROM VEHICLE",-84.40742,33.74023,7
2014-04-27,"12:00:00","BURGLARY-RESIDENCE",-84.36658,33.81629,12
2014-04-26,"13:00:00","BURGLARY-RESIDENCE",-84.4042,33.76507,13
2014-04-27,"21:15:00","BURGLARY-RESIDENCE",-84.3563,33.8278,21
2014-04-27,"0:01:00","AUTO THEFT",-84.4042,33.76507,0
2014-04-27,"0:30:00","AUTO THEFT",-84.357,33.70611,0
2014-04-27,"17:30:00","AGG ASSAULT",-84.45447,33.70545,17
2014-04-27,"18:05:00","BURGLARY-RESIDENCE",-84.52265,33.71745,18
2014-04-25,"18:09:00","LARCENY-NON VEHICLE",-84.43509,33.73878,18
2014-04-27,"7:50:00","LARCENY-FROM VEHICLE",-84.38456,33.78043,7
2014-04-27,"1:00:00","AUTO THEFT",-84.36417,33.77355,1
2014-04-27,"20:00:00","LARCENY-NON VEHICLE",-84.44802,33.77328,20
2014-04-26,"17:00:00","LARCENY-NON VEHICLE",-84.39024,33.75199,17
2014-04-20,"18:00:00","LARCENY-FROM VEHICLE",-84.37949,33.87728,18
2014-04-27,"18:20:00","LARCENY-FROM VEHICLE",-84.39202,33.87589,18
2014-04-27,"20:00:00","AUTO THEFT",-84.40168,33.74224,20
2014-04-27,"19:35:00","BURGLARY-NONRES",-84.41856,33.71477,19
2014-04-27,"21:05:00","AUTO THEFT",-84.35969,33.76248,21
2014-04-27,"7:45:00","BURGLARY-RESIDENCE",-84.39768,33.70824,7
2014-04-27,"20:02:00","AGG ASSAULT",-84.35852,33.70531,20
2014-04-27,"20:32:00","BURGLARY-RESIDENCE",-84.43372,33.73354,20
2014-04-27,"15:00:00","LARCENY-NON VEHICLE",-84.45441,33.78554,15
2014-04-27,"19:00:00","LARCENY-FROM VEHICLE",-84.50857,33.65622,19
2014-04-27,"6:30:00","BURGLARY-RESIDENCE",-84.49403,33.6697,6
2014-04-27,"21:00:00","BURGLARY-RESIDENCE",-84.41419,33.75805,21
2014-04-27,"20:30:00","LARCENY-FROM VEHICLE",-84.35683,33.83092,20
2014-04-27,"20:30:00","AUTO THEFT",-84.40902,33.68274,20
2014-04-27,"18:45:00","LARCENY-FROM VEHICLE",-84.3577,33.78243,18
2014-04-27,"22:06:00","AGG ASSAULT",-84.42459,33.72395,22
2014-04-27,"21:56:00","LARCENY-FROM VEHICLE",-84.41116,33.77914,21
2014-04-27,"22:00:00","AGG ASSAULT",-84.46452,33.78592,22
2014-04-26,"22:21:00","AUTO THEFT",-84.52185,33.69143,22
2014-04-27,"22:15:00","BURGLARY-RESIDENCE",-84.51654,33.67046,22
2014-04-27,"20:13:00","AUTO THEFT",-84.3879,33.71253,20
2014-04-27,"22:29:00","BURGLARY-RESIDENCE",-84.36181,33.71633,22
2014-04-27,"22:00:00","LARCENY-NON VEHICLE",-84.38259,33.72618,22
2014-04-27,"23:10:00","AGG ASSAULT",-84.38524,33.76764,23
2014-04-27,"23:00:00","AUTO THEFT",-84.36351,33.77343,23
2014-04-26,"23:24:00","ROBBERY-PEDESTRIAN",-84.51009,33.75947,23
2014-04-27,"13:30:00","BURGLARY-RESIDENCE",-84.33336,33.75263,13
2014-04-27,"0:49:00","ROBBERY-PEDESTRIAN",-84.41416,33.75823,0
2014-04-27,"0:25:00","BURGLARY-RESIDENCE",-84.41587,33.73407,0
2014-04-27,"1:55:00","AGG ASSAULT",-84.35252,33.77107,1
2014-04-27,"2:40:00","LARCENY-NON VEHICLE",-84.38437,33.78601,2
2014-04-26,"3:09:00","LARCENY-FROM VEHICLE",-84.37959,33.77953,3
2014-04-26,"3:00:00","ROBBERY-PEDESTRIAN",-84.3849,33.77342,3
2014-04-27,"4:56:00","AGG ASSAULT",-84.43788,33.7181,4
2014-04-26,"5:30:00","ROBBERY-PEDESTRIAN",-84.44061,33.76058,5
2014-04-24,"0:01:00","LARCENY-NON VEHICLE",-84.36945,33.75228,0
2014-04-26,"22:00:00","BURGLARY-NONRES",-84.34958,33.72039,22
2014-04-20,"22:30:00","AUTO THEFT",-84.36687,33.75283,22
2014-04-26,"22:00:00","LARCENY-FROM VEHICLE",-84.35476,33.85438,22
2014-04-27,"19:00:00","LARCENY-FROM VEHICLE",-84.38422,33.78053,19
2014-04-26,"23:00:00","LARCENY-FROM VEHICLE",-84.4383,33.72708,23
2014-04-26,"20:00:00","AUTO THEFT",-84.41518,33.6859,20
2014-04-26,"2:00:00","BURGLARY-RESIDENCE",-84.45746,33.70103,2
2014-04-27,"23:00:00","AUTO THEFT",-84.36058,33.76763,23
2014-04-27,"23:00:00","LARCENY-FROM VEHICLE",-84.36221,33.79547,23
2014-04-27,"5:00:00","LARCENY-FROM VEHICLE",-84.42316,33.81635,5
2014-04-27,"9:00:00","AUTO THEFT",-84.44505,33.74232,9
2014-04-27,"1:00:00","LARCENY-NON VEHICLE",-84.39056,33.71276,1
2014-04-26,"17:30:00","BURGLARY-NONRES",-84.37958,33.75575,17
2014-04-27,"18:00:00","LARCENY-NON VEHICLE",-84.4401,33.73345,18
2014-04-26,"13:00:00","LARCENY-NON VEHICLE",-84.50706,33.74879,13
2014-04-27,"12:00:00","LARCENY-FROM VEHICLE",-84.38198,33.75168,12
2014-04-27,"3:00:00","LARCENY-NON VEHICLE",-84.44881,33.76633,3
2014-04-26,"3:00:00","AUTO THEFT",-84.31311,33.74072,3
2014-04-21,"20:00:00","BURGLARY-NONRES",-84.50396,33.75836,20
2014-04-27,"9:00:00","LARCENY-NON VEHICLE",-84.41606,33.73068,9
2014-04-22,"9:00:00","LARCENY-FROM VEHICLE",-84.37984,33.75279,9
2014-04-26,"11:00:00","LARCENY-NON VEHICLE",-84.46544,33.75121,11
